"Line","Station","Cruise","Year","Effort","Latitude","Longitude"
93,35,"CC0701",2007,2,32.67971,-117.87286
93,35,"CC0704",2007,3,32.67971,-117.87286
93,35,"CC0711",2007,4,32.67971,-117.87286
93,35,"CC0803",2008,2,32.67971,-117.87286
93,35,"CC0901",2009,3,32.67971,-117.87286
93,35,"CC0903",2009,4,32.67971,-117.87286
93,35,"CC1001",2010,2,32.67971,-117.87286
93,35,"CC1110",2011,3,32.67971,-117.87286
93,35,"CC1202",2012,4,32.67971,-117.87286
93,40,"CC0604",2006,2,32.51304,-118.21386
93,40,"CC0607",2006,3,32.51304,-118.21386
93,40,"CC0701",2007,3,32.51304,-118.21386
93,40,"CC0704",2007,4,32.51304,-118.21386
93,40,"CC0808",2008,3,32.51304,-118.21386
93,40,"CC0901",2009,3,32.51304,-118.21386
93,40,"CC0903",2009,2,32.51304,-118.21386
93,40,"CC0911",2009,3,32.51304,-118.21386
93,40,"CC1104",2011,3,32.51304,-118.21386
93,40,"CC1110",2011,3,32.51304,-118.21386
93,40,"CC1202",2012,3,32.51304,-118.21386
93,40,"CC1203",2012,1,32.51304,-118.21386
93,40,"CC1207",2012,3,32.51304,-118.21386
93,45,"CC0407",2004,4,32.34637,-118.55423
93,45,"CC0501",2005,3,32.34637,-118.55423
93,45,"CC0504",2005,3,32.34637,-118.55423
93,45,"CC0507",2005,4,32.34637,-118.55423
93,45,"CC0604",2006,4,32.34637,-118.55423
93,45,"CC0607",2006,3,32.34637,-118.55423
93,45,"CC0611",2006,2,32.34637,-118.55423
93,45,"CC0707",2007,4,32.34637,-118.55423
93,45,"CC0801",2008,2,32.34637,-118.55423
93,45,"CC0808",2008,2,32.34637,-118.55423
93,45,"CC0903",2009,2,32.34637,-118.55423
93,45,"CC0907",2009,3,32.34637,-118.55423
93,45,"CC0911",2009,3,32.34637,-118.55423
93,45,"CC1008",2010,3,32.34637,-118.55423
93,45,"CC1011",2010,2,32.34637,-118.55423
93,45,"CC1104",2011,2,32.34637,-118.55423
93,45,"CC1108",2011,4,32.34637,-118.55423
93,45,"CC1110",2011,4,32.34637,-118.55423
93,45,"CC1202",2012,4,32.34637,-118.55423
93,45,"CC1203",2012,2,32.34637,-118.55423
93,50,"CC0411",2004,4,32.17971,-118.89396
93,50,"CC0501",2005,2,32.17971,-118.89396
93,50,"CC0504",2005,3,32.17971,-118.89396
93,50,"CC0507",2005,4,32.17971,-118.89396
93,50,"CC0511",2005,2,32.17971,-118.89396
93,50,"CC0604",2006,3,32.17971,-118.89396
93,50,"CC0607",2006,3,32.17971,-118.89396
93,50,"CC0611",2006,3,32.17971,-118.89396
93,50,"CC0707",2007,3,32.17971,-118.89396
93,50,"CC0808",2008,3,32.17971,-118.89396
93,50,"CC0810",2008,3,32.17971,-118.89396
93,50,"CC1008",2010,5,32.17971,-118.89396
93,50,"CC1011",2010,4,32.17971,-118.89396
93,50,"CC1104",2011,2,32.17971,-118.89396
93,50,"CC1108",2011,6,32.17971,-118.89396
93,55,"CC0404",2004,5,32.01304,-119.23306
93,55,"CC0501",2005,3,32.01304,-119.23306
93,55,"CC0504",2005,2,32.01304,-119.23306
93,55,"CC0507",2005,4,32.01304,-119.23306
93,55,"CC0607",2006,2,32.01304,-119.23306
93,55,"CC0707",2007,3,32.01304,-119.23306
93,55,"CC0711",2007,3,32.01304,-119.23306
93,55,"CC1108",2011,3,32.01304,-119.23306
93,60,"CC0404",2004,3,31.84637,-119.57154
93,60,"CC0701",2007,3,31.84637,-119.57154
93,60,"CC0704",2007,4,31.84637,-119.57154
93,60,"CC0711",2007,3,31.84637,-119.57154
93,60,"CC0803",2008,4,31.84637,-119.57154
93,60,"CC0907",2009,4,31.84637,-119.57154
93,60,"CC1001",2010,3,31.84637,-119.57154
93,60,"CC1207",2012,6,31.84637,-119.57154
93,70,"CC0407",2004,3,31.51304,-120.24666
93,70,"CC0411",2004,5,31.51304,-120.24666
93,70,"CC0511",2005,3,31.51304,-120.24666
93,70,"CC0604",2006,3,31.51304,-120.24666
93,70,"CC0611",2006,2,31.51304,-120.24666
93,70,"CC0701",2007,3,31.51304,-120.24666
93,70,"CC0704",2007,3,31.51304,-120.24666
93,70,"CC0801",2008,3,31.51304,-120.24666
93,70,"CC0808",2008,3,31.51304,-120.24666
93,70,"CC0901",2009,3,31.51304,-120.24666
93,70,"CC0903",2009,4,31.51304,-120.24666
93,70,"CC0907",2009,2,31.51304,-120.24666
93,70,"CC1001",2010,5,31.51304,-120.24666
93,70,"CC1011",2010,4,31.51304,-120.24666
93,70,"CC1104",2011,2,31.51304,-120.24666
93,70,"CC1110",2011,4,31.51304,-120.24666
93,70,"CC1202",2012,3,31.51304,-120.24666
93,70,"CC1203",2012,2,31.51304,-120.24666
93,70,"CC1207",2012,4,31.51304,-120.24666
93,80,"CC0404",2004,5,31.17971,-120.91935
93,80,"CC0407",2004,3,31.17971,-120.91935
93,80,"CC0501",2005,3,31.17971,-120.91935
93,80,"CC0504",2005,4,31.17971,-120.91935
93,80,"CC0507",2005,3,31.17971,-120.91935
93,80,"CC0511",2005,3,31.17971,-120.91935
93,80,"CC0604",2006,4,31.17971,-120.91935
93,80,"CC0607",2006,3,31.17971,-120.91935
93,80,"CC0611",2006,3,31.17971,-120.91935
93,80,"CC0704",2007,3,31.17971,-120.91935
93,80,"CC0707",2007,3,31.17971,-120.91935
93,80,"CC0808",2008,4,31.17971,-120.91935
93,80,"CC0810",2008,1,31.17971,-120.91935
93,80,"CC0911",2009,3,31.17971,-120.91935
93,80,"CC1008",2010,3,31.17971,-120.91935
93,80,"CC1011",2010,2,31.17971,-120.91935
93,80,"CC1104",2011,3,31.17971,-120.91935
93,80,"CC1108",2011,5,31.17971,-120.91935
93,90,"CC0404",2004,5,30.84637,-121.58965
93,90,"CC0501",2005,4,30.84637,-121.58965
93,90,"CC0504",2005,4,30.84637,-121.58965
93,90,"CC0507",2005,3,30.84637,-121.58965
93,90,"CC0607",2006,3,30.84637,-121.58965
93,90,"CC0611",2006,2,30.84637,-121.58965
93,90,"CC0707",2007,4,30.84637,-121.58965
93,90,"CC0711",2007,3,30.84637,-121.58965
93,90,"CC0803",2008,5,30.84637,-121.58965
93,90,"CC0810",2008,4,30.84637,-121.58965
93,90,"CC1104",2011,2,30.84637,-121.58965
93,90,"CC1108",2011,4,30.84637,-121.58965
93,100,"CC0411",2004,4,30.51304,-122.2576
93,100,"CC0602",2006,2,30.51304,-122.2576
93,100,"CC0701",2007,4,30.51304,-122.2576
93,100,"CC0711",2007,3,30.51304,-122.2576
93,100,"CC0803",2008,3,30.51304,-122.2576
93,100,"CC0808",2008,2,30.51304,-122.2576
93,100,"CC0901",2009,3,30.51304,-122.2576
93,100,"CC0903",2009,3,30.51304,-122.2576
93,100,"CC0907",2009,3,30.51304,-122.2576
93,100,"CC1001",2010,3,30.51304,-122.2576
93,100,"CC1202",2012,8,30.51304,-122.2576
93,110,"CC0407",2004,4,30.17971,-122.92324
93,110,"CC0411",2004,4,30.17971,-122.92324
93,110,"CC0504",2005,3,30.17971,-122.92324
93,110,"CC0511",2005,2,30.17971,-122.92324
93,110,"CC0602",2006,2,30.17971,-122.92324
93,110,"CC0604",2006,3,30.17971,-122.92324
93,110,"CC0607",2006,3,30.17971,-122.92324
93,110,"CC0704",2007,4,30.17971,-122.92324
93,110,"CC0801",2008,4,30.17971,-122.92324
93,110,"CC0808",2008,3,30.17971,-122.92324
93,110,"CC0901",2009,3,30.17971,-122.92324
93,110,"CC0903",2009,3,30.17971,-122.92324
93,110,"CC0907",2009,5,30.17971,-122.92324
93,110,"CC0911",2009,3,30.17971,-122.92324
93,110,"CC1001",2010,5,30.17971,-122.92324
93,110,"CC1008",2010,5,30.17971,-122.92324
93,110,"CC1011",2010,4,30.17971,-122.92324
93,110,"CC1104",2011,3,30.17971,-122.92324
93,110,"CC1108",2011,4,30.17971,-122.92324
93,110,"CC1203",2012,3,30.17971,-122.92324
93,120,"CC0404",2004,3,29.84637,-123.58661
93,120,"CC0501",2005,4,29.84637,-123.58661
93,120,"CC0504",2005,4,29.84637,-123.58661
93,120,"CC0507",2005,3,29.84637,-123.58661
93,120,"CC0511",2005,2,29.84637,-123.58661
93,120,"CC0607",2006,3,29.84637,-123.58661
93,120,"CC0611",2006,3,29.84637,-123.58661
93,120,"CC0704",2007,2,29.84637,-123.58661
93,120,"CC0707",2007,3,29.84637,-123.58661
93,120,"CC0803",2008,2,29.84637,-123.58661
93,120,"CC0808",2008,3,29.84637,-123.58661
93,120,"CC0911",2009,3,29.84637,-123.58661
93,120,"CC1008",2010,4,29.84637,-123.58661
93,120,"CC1011",2010,5,29.84637,-123.58661
93,120,"CC1104",2011,3,29.84637,-123.58661
93,120,"CC1108",2011,3,29.84637,-123.58661
93,120,"CC1110",2011,6,29.84637,-123.58661
93,120,"CC1203",2012,3,29.84637,-123.58661
